Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F041	46	0.821	37.581	81.698%	5.823	57.099%	0.62311	0.754
F042	37	0.692	36.755	99.338%	6.499	72.211%	0.84007	0.589
F043	24	0.699	24.625	102.604%	4.529	71.61%	0.90617	0.619
F044	16	0.461	22.825	142.656%	4.252	90.653%	1.61716	0.323
F045	28	0.785	25.452	90.9%	4.202	61.955%	0.78788	0.719
F046	3	0.225	5.589	186.3%	1.694	97.803%	2.99533	0.138
F048	9	0.607	11.682	129.8%	3.124	80.661%	1.29248	0.577
F050	3	0.485	5.118	170.6%	1.547	89.316%	1.93211	0.479
F052	6	0.442	9.617	160.283%	2.546	90.015%	1.9511	0.392
F053	13	0.608	16.275	125.192%	3.28	79.552%	1.18004	0.534
F054	15	0.626	17.537	116.913%	3.572	77.947%	1.29159	0.55
F055	81	0.822	59.845	73.883%	12.612	58.361%	0.46951	0.787
F056	4	0.538	6.287	157.175%	1.709	85.45%	1.65421	0.513
F057	45	0.83	34.441	76.536%	5.384	55.829%	0.60979	0.76
F058	94	0.906	56.653	60.269%	8.687	43.007%	0.34975	0.873
F059	24	0.735	25.774	107.392%	5.055	68.79%	0.8806	0.693
F059r	49	0.758	47.869	97.692%	9.12	66.338%	0.73692	0.712
SJ01	263	0.867	169.421	64.419%	34.596	51.786%	0.31352	0.841
SJ02	14	0.716	17.725	126.607%	3.214	71.867%	1.10443	0.685
SJ03	41	0.787	34.303	83.666%	5.692	61.738%	0.66132	0.707
SJ04	2	0.223	3.746	187.3%	1.381	97.651%	2.79835	0.167
SJ08	25	0.658	29.033	116.132%	4.938	75.304%	1.11659	0.559
SJ09	24	0.619	28.746	119.775%	5.22	78.694%	1.19977	0.52
SJ10	20	0.628	22.769	113.845%	3.838	78.343%	1.17131	0.498
SJ12	24	0.643	28.37	118.208%	4.724	76.633%	1.18172	0.532
SJ13	4	0.432	6.625	165.625%	1.805	90.25%	2.2917	0.382
SJ14	7	0.33	11.821	168.871%	2.526	95.474%	2.12021	0.201
SJ17	27	0.59	30.832	114.193%	5.35	81.587%	1.0736	0.439
SJ18	9	0.507	13.85	153.889%	2.858	86.172%	1.96426	0.43
SJ19	28	0.733	27.073	96.689%	4.667	68.811%	0.8503	0.65
SJ20	82	0.798	62.403	76.101%	11.398	60.24%	0.47804	0.729
SJ25	15	0.705	16.199	107.993%	3.12	71.578%	0.98843	0.649
SJ28	137	0.799	92.969	67.861%	16.168	60.979%	0.38089	0.69
SJ31	65	0.593	71.245	109.608%	14.58	80.628%	0.92736	0.482
SJ32	105	0.889	56.782	54.078%	9.466	45.809%	0.34278	0.834
SJ33	18	0.65	21.337	118.539%	4.183	76.371%	1.07242	0.582
T135	483	0.969	126.788	26.25%	24.806	24.9%	0.07421	0.956
