MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Ins:C:4	0.0023370659015700657	0.0007036606421518776	0.0028114653267621746	0.0037764316518848996	0.003572357847308023	0.0015907392703205403	0.0046065844529152855
1:Ins:C:5	0.00041077826301966436	0.014164154839809626	0.008357768473060084	0.008262693446329496	0.010436580337907344	0.00213915287888506	0.006543806137463113
1:Ins:T:0	0.011912238253754238	0.005458296250881034	0.0031497003975180203	0.017921887636353943	0.010867085467973112	0.21951167896389961	0.026096492600275384
1:Ins:T:1	0.04901727679503564	0.030874275890528224	0.008422023014051093	0.025389526791959726	0.011118242594115344	0.03322557283643583	0.04527856367921231
1:Ins:T:2	0.01551420502320525	0.00880233629689613	0.003288478665591796	0.007355283152458849	0.00818055511004431	0.01463417684794944	0.00798933084601682
1:Ins:T:3	0.0073427443578912574	0.01449787542944307	0.01367181829684732	0.0036735543559511543	0.01701373493368912	0.00847389760306612	0.010379914853246248
1:Ins:T:4	0.00014121665452305977	0.0006649464590011389	0.006579858338442221	0.004716601029688014	0.006155420085698182	0.001997617270543515	0.004002742809224476
1:Ins:T:5	0.012674020530048437	0.09931801322848514	0.11845346524789875	0.03192159459466723	0.19751568886451423	0.006691521802276413	0.03590365316120994
2:Del:R:0	0.024761622787918894	0.020344790448493483	0.011148939278111811	0.023676493307605236	0.023064657759689453	0.02101702535322083	0.025358879983890584
2:Del:R:1	0.022162533364771662	0.012339256466059396	0.027959813088496616	0.16383046405266213	0.03354604687308267	0.01168430625534569	0.03204497069946683
2:Del:R:2	0.0022713599894670722	0.0028381108831697687	0.012040289031057085	0.015457185980058838	0.02431458537241717	0.002735233769622809	0.015158442412822559
2:Del:R:3	0.005976302557806008	0.001948157359050461	0.001445214361704359	0.0029455698758231817	0.0024323859227172663	0.0036320509470255404	0.006979053576742107
2:Del:R:4	0.00015034001594725234	0.002024795535306083	0.0018361344548824831	0.0009153917735770323	0.00048282339445295365	0.0007143427045296847	0.0008324055301841326
2:Del:R:5	8.166011781094114e-05	0.00018164819911829612	0.005639240365794	0.0037435061312540087	0.00219660447140031	0.0002618220411776662	0.0012782042534330883
3:Del:R:0	0.009457995911858745	0.011762602999745297	0.0016579576798240224	0.005794949038815957	0.003381055352530886	0.01777478281010758	0.0132583618638796
3:Del:R:1	0.008060916414438974	0.003545762675434112	0.05472394324819788	0.043742887527690184	0.040688082198202406	0.005960918976675274	0.027493370827672267
