Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F014	198	0.915	93.855	47.402%	13.015	40.475%	0.24626	0.856
F015	507	0.94	172.923	34.107%	24.853	34.422%	0.11451	0.874
F016	239	0.917	106.14	44.41%	14.659	39.971%	0.2023	0.845
F017	586	0.937	201.229	34.339%	27.701	34.995%	0.0998	0.847
F018	58	0.716	62.236	107.303%	11.183	72.489%	0.91693	0.695
F019	8	0.316	14.288	178.6%	3.0	94.868%	2.33099	0.19
F020	384	0.904	173.905	45.288%	23.617	42.764%	0.19776	0.798
F021	8	0.326	14.179	177.238%	2.99	94.552%	2.34566	0.208
F022	306	0.909	138.805	45.361%	18.881	42.01%	0.18908	0.819
F023	32	0.701	34.36	107.375%	5.266	71.661%	1.0227	0.61
F024	4	0.284	7.404	185.1%	1.918	95.9%	2.79359	0.204
F026	1396	0.921	449.038	32.166%	69.152	39.1%	0.07927	0.757
F027	31	0.562	38.05	122.742%	5.747	83.829%	1.25978	0.386
F029	328	0.88	165.155	50.352%	23.183	47.561%	0.24689	0.758
F031	650	0.947	217.427	33.45%	30.444	32.639%	0.10591	0.896
F034	129	0.866	74.957	58.106%	10.041	50.018%	0.33383	0.751
F036	736	0.94	223.902	30.421%	33.992	34.295%	0.09446	0.854
F037	9	0.37	15.412	171.244%	3.083	92.956%	2.21388	0.262
F038	176	0.87	99.443	56.502%	13.982	49.558%	0.30357	0.772
F039	150	0.835	94.786	63.191%	12.863	55.049%	0.38162	0.685
F041	703	0.939	228.524	32.507%	34.605	34.862%	0.10407	0.872
F042	349	0.931	132.95	38.095%	18.023	36.645%	0.15896	0.848
F043	260	0.888	119.85	46.096%	16.141	45.949%	0.18678	0.713
F044	67	0.746	60.88	90.866%	8.192	66.666%	0.6717	0.598
F045	306	0.886	137.203	44.838%	20.341	46.47%	0.18407	0.749
F046	28	0.548	37.515	133.982%	4.879	83.674%	1.21036	0.283
F048	28	0.431	41.112	146.829%	5.874	90.638%	1.51174	0.118
F050	7	0.2	13.107	187.243%	2.612	98.724%	2.94662	-0.056
F052	44	0.677	44.441	101.002%	6.426	73.711%	0.87954	0.515
F053	125	0.779	86.53	69.224%	11.751	63.265%	0.46773	0.53
F054	41	0.672	45.262	110.395%	6.709	74.544%	0.95489	0.561
F055	1155	0.906	441.951	38.264%	79.942	42.351%	0.11838	0.842
F056	78	0.778	59.353	76.094%	8.043	62.805%	0.54687	0.598
F057	411	0.958	121.174	29.483%	16.911	28.804%	0.10186	0.912
F058	896	0.974	205.125	22.893%	26.267	22.509%	0.05545	0.932
F059	217	0.917	104.59	48.198%	17.809	42.342%	0.22869	0.896
F059r	319	0.906	139.189	43.633%	24.689	43.287%	0.1782	0.865
SJ01	2763	0.984	545.005	19.725%	110.513	19.621%	0.0293	0.981
SJ02	304	0.896	144.042	47.382%	18.85	44.529%	0.21801	0.76
SJ03	470	0.954	148.572	31.611%	21.478	29.923%	0.11869	0.916
SJ04	19	0.286	33.09	174.158%	5.878	96.634%	2.3733	0.063
SJ08	296	0.947	106.637	36.026%	14.105	32.157%	0.15587	0.897
SJ09	133	0.844	78.911	59.332%	11.767	53.653%	0.36385	0.731
SJ10	594	0.941	192.605	32.425%	25.984	33.897%	0.09333	0.834
SJ12	276	0.918	117.542	42.588%	15.402	39.583%	0.19989	0.819
SJ13	126	0.781	95.961	76.16%	12.748	62.653%	0.51063	0.598
SJ14	123	0.816	79.546	64.672%	10.763	57.946%	0.39448	0.623
SJ17	335	0.892	146.759	43.809%	20.64	45.224%	0.18451	0.731
SJ18	156	0.832	89.56	57.41%	12.715	55.867%	0.33179	0.642
SJ19	304	0.929	123.539	40.638%	16.376	37.084%	0.18125	0.857
SJ20	1600	0.955	394.828	24.677%	58.91	29.516%	0.04877	0.858
SJ25	204	0.81	128.57	63.025%	17.898	58.753%	0.36179	0.598
SJ28	1067	0.954	271.989	25.491%	39.863	30.114%	0.06918	0.853
SJ31	124	0.712	115.748	93.345%	16.121	70.291%	0.68618	0.544
SJ32	1063	0.969	228.636	21.509%	33.281	25.186%	0.04531	0.91
SJ33	155	0.845	99.043	63.899%	13.692	54.08%	0.39869	0.74
T135	4916	0.991	612.333	12.456%	102.752	13.701%	0.01187	0.984
