Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F046	3	0.532	4.614	153.8%	1.476	85.217%	2.26061	0.509
F048	9	0.796	11.19	124.333%	2.705	69.843%	1.03223	0.818
F050	3	0.681	4.422	147.4%	1.367	78.924%	1.58575	0.687
F052	6	0.6	8.202	136.7%	2.323	82.13%	1.60974	0.583
F053	13	0.775	13.556	104.277%	2.708	65.679%	0.91946	0.752
F054	15	0.643	17.228	114.853%	3.511	76.616%	1.26839	0.571
F055	81	0.963	36.337	44.86%	6.031	27.908%	0.26854	0.957
F056	4	0.606	6.06	151.5%	1.643	82.15%	1.60905	0.596
F057	45	0.887	29.435	65.411%	4.479	46.445%	0.52308	0.844
F058	94	0.938	46.456	49.421%	7.165	35.472%	0.29122	0.917
F059	24	0.856	21.028	87.617%	3.933	53.521%	0.71238	0.837
F059r	49	0.928	33.192	67.739%	5.371	39.068%	0.46196	0.917
SJ01	263	0.992	47.86	18.198%	8.286	12.403%	0.06088	0.991
SJ02	14	0.773	16.369	116.921%	2.954	66.053%	1.00458	0.75
SJ03	41	0.826	32.947	80.359%	5.229	56.716%	0.60043	0.766
SJ04	2	0.403	3.592	179.6%	1.312	92.772%	2.29445	0.394
SJ08	25	0.725	26.155	104.62%	4.518	68.899%	1.09227	0.652
SJ09	24	0.772	24.914	103.808%	4.257	64.177%	0.90857	0.724
SJ10	20	0.667	21.682	108.41%	3.652	74.546%	1.09716	0.553
SJ12	24	0.78	23.156	96.483%	3.873	62.828%	0.93576	0.723
SJ13	4	0.479	6.411	160.275%	1.761	88.05%	2.14195	0.438
SJ14	7	0.483	10.582	151.171%	2.318	87.612%	1.85041	0.403
SJ17	27	0.748	26.778	99.178%	4.387	66.901%	0.82835	0.673
SJ18	9	0.682	11.024	122.489%	2.433	73.358%	1.67947	0.644
SJ19	28	0.813	24.113	86.118%	3.957	58.343%	0.7668	0.758
SJ20	82	0.936	38.971	47.526%	6.692	35.368%	0.3154	0.917
SJ25	15	0.762	14.192	94.613%	2.871	65.865%	0.86735	0.721
SJ28	137	0.933	66.246	48.355%	9.562	36.064%	0.25541	0.899
SJ31	65	0.944	36.463	56.097%	6.064	33.534%	0.37843	0.935
SJ32	105	0.924	48.482	46.173%	7.944	38.444%	0.26785	0.887
SJ33	18	0.716	20.525	114.028%	3.892	71.058%	0.98574	0.673
T135	483	0.997	50.503	10.456%	8.448	8.48%	0.02725	0.995
