MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
3:Del:R:0	0.008950082901476577	0.012419776746525812	0.0007734908831611164	0.004124424174176831	0.0039046123907593255	0.017242144626712523	0.013168370582731938	0.01318026946675669
3:Del:R:1	0.008007692375836086	0.003964900274550303	0.05229967257063208	0.059773862515231715	0.04418111510467639	0.0030459322811142897	0.02252732840985118	0.01909811731678884
3:Del:R:2	0.0006004377930904204	8.504440717299833e-05	0.0028799528108478436	0.011140296220733531	0.003371458407903205	0.013436979048435091	0.009948453865706508	0.005401070586965675
3:Del:R:3	1.9943782271152344e-05	7.713573300522913e-05	0.0009306722671067647	0.005472912024635263	0.006129494897074643	0.003630986986473914	0.005906470356640767	0.0066674354678377765
3:Del:R:4	7.654067657663965e-05	0.00015415388549169684	0.001130160573110026	0.0023211626411097797	0.0019622025879700543	0.000289900915904866	0.001246198465815418	0.0020588444623745785
3:Del:R:5	0.0020022577818332187	0.0005416031820468703	0.00043024911233388255	0.0012206218248915234	0.0006535076037658527	0.0006817717353655439	0.0009578932757430181	0.0008479029889914891
4:Del:R:0	0.01166196583411164	0.001992496731476354	0.004743595465304367	0.0028955583965999663	0.0063720737316733354	0.00032441069799652665	0.0032882581669164868	0.005883425065895196
4:Del:R:1	0.007436702333525318	0.002628951244048796	0.005189710135914432	0.007515699248681038	0.009462278331565344	0.010878917339047263	0.019787676262658635	0.019214032084915404
4:Del:R:2	0.0002709353164321726	0.00035320180249868825	0.0034788244181305217	0.011884071549639002	0.002726331488146343	0.0021005405837068738	0.008367682974242499	0.003667535201343188
4:Del:R:3	0.0017961006370871147	0.0005179595699894612	4.8275948235412256e-05	0.0006177537259744648	0.0014776900120950164	0.003043324121666373	0.0017804966161373502	0.0014804896572287697
4:Del:R:4	4.544142288021025e-07	1.1479360270549853e-06	2.1439932747568948e-06	2.894781813100877e-06	4.200665175346785e-06	5.356344782967426e-06	4.168932634076583e-06	3.6411170632533187e-06
4:Del:R:5	4.544142288021025e-07	1.1479360270549853e-06	2.1439932747568948e-06	2.894781813100877e-06	4.200665175346785e-06	5.356344782967426e-06	4.168932634076583e-06	3.6411170632533187e-06
5:Del:R:0	0.06778779697895061	0.012506191986217345	0.01470132506594389	0.02088896579220105	0.013988998823677719	0.006169779407768132	0.012526351590594835	0.019883702448318562
5:Del:R:1	0.005932693849152884	0.007107701214451794	0.002085775697852128	0.015228001495591528	0.005617210070045359	0.02039543473949628	0.021209782698546818	0.006334796029502083
5:Del:R:2	0.0034810706696185	0.0006977953585130602	0.00017234098212053794	0.002444605775895479	0.0016927004614570417	0.0025541005947120787	0.0034020808205146324	0.003017873655639014
5:Del:R:3	0.002722756969997864	0.00036806797256427437	0.0002796168825285683	0.0029218340892711225	0.0004189647262871432	0.0013497536171581713	0.0015781626762669276	0.0027280372545162657
5:Del:R:4	0.00043495422490046564	6.976203257035962e-05	0.00020374075336163422	0.00045941769765761364	0.0001928572517789462	0.0003640966657934541	0.0007164284825931589	0.0004339465672203602
5:Del:R:5	4.544142288021025e-07	1.1479360270549853e-06	2.1439932747568948e-06	2.894781813100877e-06	4.200665175346785e-06	5.356344782967426e-06	4.168932634076583e-06	3.6411170632533187e-06
2:Ins:R:0	0.003657013016468653	0.0028015551821416198	0.012573181940530843	0.012381451066642448	0.014952308180793352	0.06015896886701981	0.03747551615837864	0.03330644658693203
2:Ins:R:1	0.005913124127042551	0.009203582951992645	0.0049754866427940666	0.009911901830987233	0.010759157114054597	0.025015575172756817	0.0142263579474195	0.010693545254883575
2:Ins:R:2	0.007869717072333558	0.00648651590258897	0.0027330422071129277	0.001195436986419014	0.0018627906964044528	0.001483817063034607	0.0019462909899486914	0.0028769087380424454
