Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJ02	304	0.917	130.81	43.03%	16.947	40.034%	0.18798	0.812
SJ03	470	0.966	136.455	29.033%	18.781	26.166%	0.0941	0.938
SJ04	19	0.609	27.006	142.137%	4.881	80.243%	1.46319	0.558
SJ08	296	0.958	97.218	32.844%	12.536	28.58%	0.13682	0.919
SJ09	133	0.89	67.299	50.601%	10.08	45.961%	0.2904	0.819
SJ10	594	0.961	167.825	28.253%	21.243	27.712%	0.07781	0.892
SJ12	276	0.923	113.516	41.129%	14.929	38.368%	0.18866	0.831
SJ13	126	0.859	80.508	63.895%	10.431	51.266%	0.41559	0.753
SJ14	123	0.852	73.471	59.733%	9.716	52.309%	0.34726	0.704
SJ17	335	0.922	129.54	38.669%	17.727	38.841%	0.15163	0.81
SJ18	156	0.852	83.547	53.556%	11.931	52.422%	0.30316	0.681
SJ19	304	0.94	114.656	37.716%	15.099	34.193%	0.1601	0.879
SJ20	1600	0.988	225.582	14.099%	30.73	15.397%	0.01786	0.964
SJ25	204	0.896	104.422	51.187%	13.551	44.483%	0.2661	0.794
SJ28	1067	0.974	221.108	20.722%	29.84	22.542%	0.03701	0.918
SJ31	124	0.88	81.628	65.829%	11.263	49.109%	0.39696	0.837
SJ32	1063	0.982	179.192	16.857%	24.742	18.724%	0.02555	0.946
SJ33	155	0.875	87.163	56.234%	12.318	48.653%	0.3488	0.786
T135	4916	0.999	209.104	4.254%	28.986	3.865%	0.00149	0.999
