Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F042	37	0.836	31.196	84.314%	4.968	55.2%	0.66224	0.789
F043	24	0.79	21.979	91.579%	3.925	62.06%	0.7739	0.742
F044	16	0.497	21.997	137.481%	4.153	88.542%	1.62801	0.374
F045	28	0.861	21.898	78.207%	3.466	51.103%	0.66148	0.823
F046	3	0.474	4.93	164.333%	1.534	88.566%	2.49859	0.446
F048	9	0.751	10.764	119.6%	2.749	70.979%	1.05543	0.749
F050	3	0.566	4.933	164.433%	1.493	86.198%	1.84157	0.576
F052	6	0.56	8.616	143.6%	2.386	84.358%	1.6635	0.538
F053	13	0.748	14.402	110.785%	2.834	68.735%	0.99026	0.721
F054	15	0.629	17.941	119.607%	3.563	77.751%	1.29288	0.554
F055	81	0.96	36.616	45.205%	6.234	28.848%	0.27211	0.952
F056	4	0.573	5.825	145.625%	1.651	82.55%	1.68482	0.546
F057	45	0.887	29.419	65.376%	4.473	46.383%	0.52299	0.845
F058	94	0.933	46.646	49.623%	7.422	36.744%	0.29724	0.91
F059	24	0.818	23.727	98.862%	4.466	60.775%	0.81769	0.801
F059r	49	0.897	39.318	80.241%	6.74	49.026%	0.54857	0.891
SJ01	263	0.989	64.34	24.464%	11.363	17.009%	0.08807	0.987
SJ02	14	0.76	16.743	119.593%	3.008	67.261%	1.03934	0.735
SJ03	41	0.814	31.919	77.851%	5.355	58.083%	0.61445	0.746
SJ04	2	0.306	3.665	183.25%	1.347	95.247%	2.48789	0.268
SJ08	25	0.705	27.351	109.404%	4.661	71.08%	1.11987	0.625
SJ09	24	0.758	25.216	105.067%	4.343	65.473%	0.94688	0.705
SJ10	20	0.668	21.59	107.95%	3.647	74.444%	1.09675	0.555
SJ12	24	0.749	24.702	102.925%	4.087	66.3%	0.97999	0.681
SJ13	4	0.445	6.459	161.475%	1.791	89.55%	2.31831	0.397
SJ14	7	0.419	10.915	155.929%	2.42	91.467%	1.966	0.324
SJ17	27	0.651	29.686	109.948%	4.99	76.097%	0.97031	0.527
SJ18	9	0.647	12.015	133.5%	2.555	77.036%	1.77559	0.607
SJ19	28	0.804	25.405	90.732%	4.035	59.493%	0.77007	0.745
SJ20	82	0.93	43.641	53.221%	7.112	37.588%	0.33488	0.91
SJ25	15	0.758	14.716	98.107%	2.914	66.852%	0.8896	0.72
SJ28	137	0.933	62.947	45.947%	9.539	35.977%	0.25291	0.9
SJ31	65	0.941	38.202	58.772%	6.337	35.044%	0.38386	0.931
SJ32	105	0.907	53.703	51.146%	8.734	42.267%	0.32012	0.862
SJ33	18	0.697	20.731	115.172%	3.984	72.738%	1.01208	0.649
T135	483	0.997	56.241	11.644%	8.966	9.0%	0.02715	0.996
