Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F037	9	0.409	15.28	169.778%	3.038	91.599%	2.07253	0.341
F038	176	0.88	95.773	54.416%	13.442	47.644%	0.289	0.79
F039	150	0.871	83.05	55.367%	11.531	49.348%	0.31587	0.761
F041	703	0.957	200.129	28.468%	29.107	29.323%	0.07853	0.908
F042	349	0.945	119.713	34.302%	16.03	32.592%	0.14284	0.881
F043	260	0.905	113.905	43.81%	14.952	42.564%	0.17009	0.761
F044	67	0.785	58.387	87.145%	7.724	62.857%	0.63921	0.69
F045	306	0.903	131.932	43.115%	18.802	42.954%	0.17119	0.791
F046	28	0.55	37.218	132.921%	4.87	83.52%	1.20897	0.29
F048	28	0.521	38.399	137.139%	5.532	85.361%	1.34499	0.309
F050	7	0.224	12.955	185.071%	2.594	98.044%	2.86081	0.009
F052	44	0.708	41.785	94.966%	6.156	70.614%	0.81654	0.567
F053	125	0.784	86.855	69.484%	11.62	62.56%	0.46043	0.541
F054	41	0.688	43.467	106.017%	6.574	73.044%	0.92013	0.583
F055	1155	0.992	154.19	13.35%	23.255	12.32%	0.02198	0.988
F056	78	0.796	57.24	73.385%	7.78	60.752%	0.52013	0.642
F057	411	0.963	115.672	28.144%	15.974	27.208%	0.0959	0.924
F058	896	0.977	194.27	21.682%	25.128	21.533%	0.0511	0.938
F059	217	0.968	72.581	33.447%	10.718	25.483%	0.14095	0.955
F059r	319	0.967	98.978	31.028%	14.568	25.542%	0.12118	0.951
SJ01	2763	0.996	290.482	10.513%	55.7	9.889%	0.00979	0.994
SJ02	304	0.898	143.162	47.093%	18.651	44.059%	0.21851	0.767
SJ03	470	0.951	151.966	32.333%	22.356	31.146%	0.11549	0.912
SJ04	19	0.407	31.821	167.479%	5.557	91.357%	2.01497	0.27
SJ08	296	0.951	101.941	34.44%	13.55	30.891%	0.15315	0.905
SJ09	133	0.865	75.687	56.908%	11.172	50.94%	0.34312	0.783
SJ10	594	0.95	182.429	30.712%	23.881	31.154%	0.08401	0.862
SJ12	276	0.923	114.166	41.364%	15.007	38.568%	0.19208	0.829
SJ13	126	0.849	84.326	66.925%	10.817	53.163%	0.43304	0.741
SJ14	123	0.845	75.889	61.698%	9.938	53.504%	0.35889	0.689
SJ17	335	0.899	136.431	40.726%	20.013	43.85%	0.16807	0.75
SJ18	156	0.839	89.667	57.479%	12.422	54.579%	0.3237	0.653
SJ19	304	0.935	120.659	39.69%	15.657	35.456%	0.17464	0.869
SJ20	1600	0.982	260.852	16.303%	37.93	19.004%	0.02337	0.944
SJ25	204	0.883	109.159	53.509%	14.403	47.28%	0.2916	0.772
SJ28	1067	0.964	256.815	24.069%	35.224	26.609%	0.0568	0.884
SJ31	124	0.784	105.388	84.99%	14.536	63.38%	0.58447	0.711
SJ32	1063	0.972	228.232	21.471%	31.576	23.896%	0.04156	0.921
SJ33	155	0.869	87.625	56.532%	12.571	49.652%	0.33559	0.774
T135	4916	0.984	908.061	18.472%	136.481	18.198%	0.02472	0.971
