Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F043	24	0.791	22.829	95.121%	3.93	62.139%	0.77488	0.745
F044	16	0.595	21.851	136.569%	3.771	80.398%	1.3546	0.499
F045	28	0.862	22.354	79.836%	3.483	51.354%	0.67794	0.826
F046	3	0.473	4.879	162.633%	1.532	88.45%	2.5284	0.443
F048	9	0.743	11.116	123.511%	2.791	72.063%	1.10505	0.743
F050	3	0.635	4.71	157.0%	1.433	82.734%	1.74148	0.651
F052	6	0.582	8.297	138.283%	2.348	83.014%	1.63605	0.56
F053	13	0.756	14.312	110.092%	2.797	67.837%	0.9814	0.731
F054	15	0.637	17.438	116.253%	3.533	77.096%	1.29979	0.563
F055	81	0.958	38.828	47.936%	6.53	30.217%	0.2818	0.951
F056	4	0.576	5.896	147.4%	1.652	82.6%	1.63723	0.55
F057	45	0.883	29.917	66.482%	4.545	47.129%	0.53311	0.838
F058	94	0.937	46.004	48.94%	7.212	35.705%	0.29111	0.915
F059	24	0.84	21.922	91.342%	4.119	56.052%	0.76743	0.819
F059r	49	0.932	32.377	66.076%	5.289	38.472%	0.45345	0.922
SJ01	263	0.994	47.569	18.087%	7.994	11.966%	0.06406	0.993
SJ02	14	0.757	16.86	120.429%	3.03	67.753%	1.04943	0.732
SJ03	41	0.817	32.404	79.034%	5.315	57.649%	0.61005	0.751
SJ04	2	0.401	3.631	181.55%	1.318	93.197%	2.39059	0.406
SJ08	25	0.71	26.847	107.388%	4.628	70.576%	1.13512	0.632
SJ09	24	0.751	25.525	106.354%	4.389	66.167%	0.96958	0.695
SJ10	20	0.664	21.567	107.835%	3.667	74.852%	1.11467	0.548
SJ12	24	0.749	24.437	101.821%	4.093	66.397%	1.02689	0.68
SJ13	4	0.445	6.499	162.475%	1.792	89.6%	2.36147	0.397
SJ14	7	0.451	10.516	150.229%	2.387	90.22%	1.92817	0.369
SJ17	27	0.728	27.533	101.974%	4.519	68.914%	0.86689	0.643
SJ18	9	0.653	11.696	129.956%	2.528	76.222%	1.7509	0.612
SJ19	28	0.808	24.963	89.154%	3.993	58.874%	0.77048	0.751
SJ20	82	0.933	41.957	51.167%	6.925	36.6%	0.32509	0.913
SJ25	15	0.766	14.63	97.533%	2.862	65.659%	0.86373	0.728
SJ28	137	0.932	64.139	46.817%	9.588	36.162%	0.25815	0.899
SJ31	65	0.938	37.796	58.148%	6.393	35.353%	0.38884	0.927
SJ32	105	0.913	51.277	48.835%	8.457	40.926%	0.30204	0.87
SJ33	18	0.702	20.046	111.367%	3.943	71.989%	0.97826	0.652
T135	483	0.997	46.9	9.71%	7.51	7.538%	0.02218	0.997
