Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F054	41	0.698	42.119	102.729%	6.477	71.967%	0.88844	0.596
F055	1155	0.994	140.439	12.159%	20.404	10.809%	0.01694	0.99
F056	78	0.806	55.387	71.009%	7.587	59.245%	0.49256	0.658
F057	411	0.963	116.051	28.236%	15.93	27.133%	0.09589	0.923
F058	896	0.978	190.135	21.22%	24.537	21.026%	0.0503	0.941
F059	217	0.968	72.131	33.24%	10.642	25.302%	0.1426	0.956
F059r	319	0.97	96.774	30.337%	14.03	24.599%	0.11702	0.955
SJ01	2763	0.999	153.476	5.555%	30.683	5.448%	0.00305	0.998
SJ02	304	0.898	144.495	47.531%	18.706	44.189%	0.22145	0.764
SJ03	470	0.95	156.255	33.246%	22.532	31.391%	0.11685	0.91
SJ04	19	0.488	29.624	155.916%	5.316	87.395%	1.7739	0.394
SJ08	296	0.954	99.391	33.578%	13.198	30.089%	0.14989	0.911
SJ09	133	0.89	68.749	51.691%	10.133	46.203%	0.28718	0.822
SJ10	594	0.948	185.74	31.269%	24.438	31.88%	0.08641	0.855
SJ12	276	0.924	113.625	41.168%	14.916	38.334%	0.18925	0.831
SJ13	126	0.853	82.254	65.281%	10.663	52.406%	0.42632	0.745
SJ14	123	0.845	75.405	61.305%	9.944	53.537%	0.35543	0.689
SJ17	335	0.897	136.27	40.678%	20.179	44.214%	0.17082	0.745
SJ18	156	0.843	88.669	56.839%	12.258	53.859%	0.32131	0.658
SJ19	304	0.941	112.836	37.117%	14.999	33.966%	0.16015	0.879
SJ20	1600	0.983	257.098	16.069%	36.901	18.489%	0.02272	0.947
SJ25	204	0.888	108.542	53.207%	14.039	46.085%	0.28069	0.779
SJ28	1067	0.968	237.588	22.267%	33.282	25.142%	0.04479	0.899
SJ31	124	0.855	89.672	72.316%	12.244	53.386%	0.45975	0.801
SJ32	1063	0.978	208.908	19.653%	27.888	21.105%	0.03418	0.934
SJ33	155	0.873	85.992	55.479%	12.364	48.835%	0.33117	0.784
T135	4916	0.995	534.395	10.871%	72.919	9.723%	0.00974	0.992
