Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJ09	133	0.893	65.694	49.394%	9.973	45.473%	0.28072	0.824
SJ10	594	0.965	161.079	27.118%	20.189	26.337%	0.07258	0.904
SJ12	276	0.926	113.218	41.021%	14.672	37.707%	0.18488	0.837
SJ13	126	0.858	80.482	63.875%	10.462	51.418%	0.41281	0.751
SJ14	123	0.852	73.874	60.06%	9.736	52.417%	0.34554	0.703
SJ17	335	0.938	119.01	35.525%	15.864	34.759%	0.12993	0.852
SJ18	156	0.855	82.037	52.588%	11.791	51.807%	0.29573	0.69
SJ19	304	0.942	111.575	36.702%	14.856	33.642%	0.15854	0.883
SJ20	1600	0.991	207.784	12.987%	26.649	13.352%	0.01511	0.973
SJ25	204	0.897	103.407	50.69%	13.458	44.178%	0.26332	0.797
SJ28	1067	0.973	224.896	21.077%	30.752	23.231%	0.0387	0.913
SJ31	124	0.894	76.761	61.904%	10.659	46.475%	0.3653	0.855
SJ32	1063	0.983	178.01	16.746%	24.544	18.574%	0.02522	0.946
SJ33	155	0.875	86.056	55.52%	12.283	48.515%	0.36398	0.787
T135	4916	0.999	171.608	3.491%	25.393	3.386%	0.00103	0.999
