MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
3:Ins:R:3	3.8607953084524027e-07	9.93127555410922e-07	2.037290567473704e-06	2.9847893590329024e-06	4.500528208808419e-06	3.2579783898256664e-06	5.331635667289447e-06	3.404199519678741e-06	4.429383715205404e-06
3:Ins:R:4	0.0017693867622272919	0.00032494831312007477	5.175649557018325e-05	0.00012359096064777476	0.00013293917813831158	0.002118818121267623	5.924322584931474e-05	0.00034664644051474625	0.0005805610983598531
3:Ins:R:5	0.0002394993225158426	0.0002696904304403169	0.002279633806382293	0.0004910975614058799	0.0018182668672068302	0.0029203797995614876	0.0008507680667630523	0.0021114061895991655	0.002165149455000286
4:Ins:R:0	0.005785489298411157	0.0006716771515566045	0.006260490249421906	0.007124305837207459	0.0033437164266215723	0.011364226829172602	0.005109916879000096	0.004836333024222559	0.011587306282823508
4:Ins:R:1	0.004308538400767788	0.009370426491358117	0.012014509759599595	0.0038039120420779683	0.003887172664488929	0.006063245036643714	0.0023438836562477317	0.005133172706183311	0.007605487455575269
4:Ins:R:2	0.00022672145484681216	0.0003427478203844814	0.00046065698679495173	0.00036139883396899106	0.0011280330194504984	0.0016000781303041433	6.526147013494521e-05	0.0016481280325633919	0.0004854025910580795
4:Ins:R:3	0.0015405616036631997	9.585533107173915e-05	0.0018966276815534755	0.000757986580855885	0.0015134168926352843	0.001273081957564317	0.00039099222615529783	0.0019428491526467795	0.0033385418352007436
4:Ins:R:4	0.007262211797786371	0.00010545215223375592	0.0019525517919909419	0.0018821914807392304	0.0009873753609967294	0.0007770641526048472	0.0002861719351965286	0.002037511143267421	0.0016877541814574214
4:Ins:R:5	0.011564734446413514	0.0010343244010160469	0.002769755102837834	0.003283858459095228	0.010970180357626447	0.005094716221084284	0.0042275644563003565	0.007366285193139106	0.014533193745914623
5:Ins:R:0	0.037923394007284304	0.011171452711267165	0.0009205829376804786	0.001968601590444148	0.013775762996488581	0.04693562166591818	0.006845046916277226	0.008085238816944838	0.008561587717965908
5:Ins:R:1	0.01076374641524879	0.010490453739554227	0.01997661913365562	0.005869367277535678	0.01046218101063424	0.017171278288484474	0.022654733863715252	0.013892608173533176	0.03567164125244744
5:Ins:R:2	0.0046335633489203555	0.00022841866248079156	0.00011237131754751717	0.0006130400625228383	0.0010503015198883503	0.003680128895056081	0.004771977936170231	0.0014930280146207408	0.0028776408941059415
5:Ins:R:3	0.00013632301146161653	0.0003789540587885004	0.0012499858444706292	0.001222318475474946	0.0018327336940559568	0.0031353811619845118	0.002410277128375533	0.0027963407333348035	0.00454919512831097
5:Ins:R:4	0.010282152335878578	0.0003579609958312213	0.001374027930414341	0.0014562387983661118	0.0013658102600717825	0.003191793662952378	0.00043846628220748583	0.002335226215424626	0.0015993525817445953
5:Ins:R:5	0.003889323785901695	0.0002949894583244284	0.0008156954745241052	0.0008753634087087647	0.0012084949842445347	0.0028850308990753604	0.0033375126297106304	0.0013650958919929968	0.0022926697052420095
2:Del:M:1	0.01007565260934939	0.007842027197723382	0.017843260116262628	0.08985287250872716	0.027055942553906923	0.04831069817264336	0.10733801195646606	0.07177269466983262	0.0304687212801781
3:Del:M:1	0.016802023086460595	0.006039168972315583	0.009821018930098688	0.004452034046216973	0.003812341425347669	0.011062250088736115	0.001648085823411023	0.0053574999316022345	0.006102188468423293
3:Del:M:2	0.004753652236593382	0.0004422529203538783	0.021594414935219818	0.011655162208878096	0.020140157982193253	0.034107407119475894	0.004767763814731012	0.020539038129833216	0.04353571920526861
4:Del:M:1	0.005021000667140463	0.009889889476672877	0.005270432504128735	0.005979812386578374	0.012917640418468785	0.00757458640084609	0.002144562134626007	0.012607718001939005	0.010342892294335897
4:Del:M:2	0.002133750064115616	0.0016657731225245248	0.002978227810188763	0.014923770395860387	0.003734668176880618	0.009484635411432692	0.010635758136621688	0.0066536003008625146	0.0047932052269572265
4:Del:M:3	0.00536074197563849	0.0003621159308535127	0.0039038958505738463	0.020261553116265995	0.023177395958067847	0.022841228062687548	0.006507478606028912	0.03171692112075892	0.006056246462394448
5:Del:M:1	0.0923371883304776	0.028823607543308753	0.022934824954645584	0.026420154087880975	0.033762887176688426	0.0144111687444979	0.0021990410919246273	0.04409192544145242	0.011706823780306195
5:Del:M:2	0.08371818408509171	0.041209935938024383	0.03553715639174413	0.009747020687549011	0.009088310391339647	0.019953875689784014	0.00012304661658351534	0.015863436285312248	0.012856192302886456
5:Del:M:3	0.03622642422746651	0.02159616712256252	0.0021035174589663086	0.02210623122209544	0.003593951238419546	0.016819034091160177	0.0021202614596017	0.008154760126752904	0.0044582253721537415
5:Del:M:4	0.01422585551029556	0.004627100131240596	0.009446265069940604	0.013387484515142028	0.003525833191931298	0.017109626851752182	0.0036392756354349663	0.010427192654672481	0.019136030756364733
5:Del:M:5	0.021375071554564043	0.022329985927619055	0.007772233194971818	0.006008929125542722	0.015281432701054882	0.02508383921517307	0.04243734564786081	0.012444958018285917	0.02081623775134446
