Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJ14	123	0.845	75.436	61.33%	9.95	53.569%	0.35941	0.688
SJ17	335	0.901	135.632	40.487%	19.849	43.49%	0.16893	0.755
SJ18	156	0.838	90.429	57.967%	12.473	54.803%	0.3236	0.653
SJ19	304	0.938	116.337	38.269%	15.36	34.784%	0.16583	0.873
SJ20	1600	0.977	281.288	17.58%	43.046	21.568%	0.03094	0.928
SJ25	204	0.876	111.263	54.541%	14.703	48.265%	0.2948	0.754
SJ28	1067	0.957	267.095	25.032%	38.402	29.01%	0.06434	0.863
SJ31	124	0.738	109.347	88.183%	15.539	67.753%	0.63349	0.597
SJ32	1063	0.973	227.382	21.391%	31.437	23.791%	0.04057	0.921
SJ33	155	0.869	88.652	57.195%	12.58	49.688%	0.34269	0.774
T135	4916	0.99	685.504	13.944%	107.989	14.399%	0.01414	0.982
