Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
F054	41	0.683	45.937	112.041%	6.622	73.578%	0.99262	0.578
F055	1155	0.971	355.707	30.797%	47.433	25.129%	0.10544	0.954
F056	78	0.716	65.907	84.496%	8.996	70.247%	0.61653	0.471
F057	411	0.909	174.61	42.484%	24.507	41.742%	0.15433	0.804
F058	896	0.943	274.197	30.602%	39.466	33.819%	0.08632	0.852
F059	217	0.924	115.483	53.218%	16.708	39.725%	0.27047	0.901
F059r	319	0.937	141.239	44.276%	19.871	34.84%	0.17848	0.906
SJ01	2763	0.986	671.197	24.292%	94.997	16.866%	0.06714	0.981
SJ02	304	0.857	161.643	53.172%	22.063	52.119%	0.24387	0.669
SJ03	470	0.901	212.41	45.194%	31.132	43.373%	0.18886	0.813
SJ04	19	0.202	34.093	179.437%	6.088	100.086%	2.76914	-0.079
SJ08	296	0.912	130.968	44.246%	18.042	41.132%	0.20261	0.824
SJ09	133	0.847	82.172	61.783%	11.723	53.452%	0.40339	0.742
SJ10	594	0.911	240.536	40.494%	32.251	42.073%	0.14161	0.758
SJ12	276	0.864	135.308	49.025%	19.733	50.714%	0.24298	0.693
SJ13	126	0.672	110.158	87.427%	15.325	75.318%	0.66893	0.368
SJ14	123	0.796	86.242	70.115%	11.412	61.44%	0.41188	0.594
SJ17	335	0.844	175.254	52.315%	24.997	54.77%	0.24656	0.627
SJ18	156	0.814	95.238	61.05%	13.344	58.63%	0.36958	0.6
SJ19	304	0.908	133.986	44.074%	18.543	41.992%	0.22126	0.808
SJ20	1600	0.869	663.555	41.472%	104.811	52.515%	0.14244	0.638
SJ25	204	0.815	140.019	68.637%	18.609	61.087%	0.46795	0.655
SJ28	1067	0.909	397.231	37.229%	58.377	44.1%	0.12263	0.747
SJ31	124	0.667	118.756	95.771%	17.116	74.629%	0.77055	0.454
SJ32	1063	0.939	345.428	32.496%	49.35	37.347%	0.11196	0.85
SJ33	155	0.8	107.305	69.229%	15.203	60.048%	0.44705	0.639
T135	4916	0.974	1191.251	24.232%	180.707	24.095%	0.05537	0.957
