Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJ02	304	0.921	128.126	42.147%	16.456	38.874%	0.17761	0.822
SJ03	470	0.969	129.816	27.62%	17.956	25.016%	0.09321	0.944
SJ04	19	0.657	26.137	137.563%	4.697	77.218%	1.37942	0.624
SJ08	296	0.96	91.865	31.035%	12.356	28.169%	0.13271	0.921
SJ09	133	0.889	67.807	50.983%	10.169	46.367%	0.29597	0.819
SJ10	594	0.967	157.412	26.5%	19.612	25.585%	0.06751	0.91
SJ12	276	0.931	110.543	40.052%	14.225	36.559%	0.17864	0.848
SJ13	126	0.86	80.391	63.802%	10.387	51.049%	0.41278	0.755
SJ14	123	0.854	72.865	59.24%	9.653	51.97%	0.34075	0.709
SJ17	335	0.937	122.195	36.476%	16.003	35.064%	0.13732	0.85
SJ18	156	0.864	80.521	51.616%	11.447	50.295%	0.28685	0.71
SJ19	304	0.943	110.53	36.359%	14.719	33.332%	0.15601	0.885
SJ20	1600	0.991	208.148	13.009%	27.015	13.536%	0.01501	0.972
SJ25	204	0.898	102.435	50.213%	13.407	44.011%	0.26204	0.798
SJ28	1067	0.979	200.182	18.761%	27.272	20.602%	0.03245	0.932
SJ31	124	0.868	84.595	68.222%	11.722	51.11%	0.41949	0.819
SJ32	1063	0.983	181.516	17.076%	24.542	18.573%	0.02551	0.947
SJ33	155	0.88	86.519	55.819%	12.086	47.737%	0.34726	0.796
T135	4916	0.999	163.982	3.336%	24.733	3.298%	0.001	0.999
